,FileName,Caption
11957,000000407868.jpg,The man in the park is flying his kite. 
11958,000000407868.jpg,This youngster tries to get his kite off the ground
11959,000000407868.jpg,"A man in a park, flies his kite with a long tail."
11960,000000293200.jpg,People standing in a field and flying kites.
11961,000000293200.jpg,A group of people flying kites in grassy field.
11962,000000293200.jpg,A young boy flying a kite with other people.
11963,000000293200.jpg,a group of people with kites in their hands.
11964,000000293200.jpg,There are many people on this field flying kites
11965,000000433515.jpg,a large kite on a field of green grass 
11966,000000433515.jpg,A large colorful kite is being flown over a field.
11967,000000433515.jpg,A kite flying through the air in a field.
11968,000000433515.jpg,some people in a park flying a kite with a long tail
11969,000000433515.jpg,Colorful kite being flown in a city park land
11970,000000549738.jpg,A kite is flying in a clear sky.
11971,000000549738.jpg,A huge dragon kite flown with a steeple in the background.
11972,000000549738.jpg,A picture of a very large kite flying in the air.
11973,000000549738.jpg,A photo of a kite is a town in the background.
11974,000000549738.jpg,"A large, colorful kite flown over an urban area."
11975,000000466416.jpg,A building that is heavily lit up and in front of a river.
11976,000000466416.jpg,The view of a clock tower near a body of water at night.
11977,000000466416.jpg, A downtown city view from a high vantage point at night.
11978,000000466416.jpg,Large white buildings are lit up in the night.
11979,000000466416.jpg,A building with two clock towers next to water at night.
11980,000000002153.jpg,Batter preparing to swing at pitch during major game.
11981,000000002153.jpg,A baseball player swinging a bat over home plate.
11982,000000002153.jpg,A baseball player with a bat in his hand as the pitcher gets ready to throw the ball. 
11983,000000002153.jpg,A baseball game where the batter is waiting for the pitch.
11984,000000002153.jpg,there is a male tennis player that is at base
11985,000000050638.jpg,A boy carries a stuffed animal as he walks beside some flowers.
11986,000000050638.jpg,A small boy walking along a path and carrying a teddy bear. 
11987,000000050638.jpg,"A young boy walking on a path lined with flowers, with a teddy bear."
11988,000000050638.jpg,A little boy holding a teddy bear walking past purple flowers.
11989,000000050638.jpg,This little boy is walking down a dirt road while hold his stuffed animal toy.
11990,000000005001.jpg,A group of people cutting a ribbon on a street.
11991,000000005001.jpg,A man uses a pair of big scissors to cut a pink ribbon.
11992,000000005001.jpg,A man cutting a ribbon at a ceremony 
11993,000000005001.jpg,A group of people on the sidewalk watching two young children.
11994,000000005001.jpg,A group of people holding a large pair of scissors to a ribbon.
11995,000000207585.jpg,A group of stuffed animals sitting on top of a wall.
11996,000000207585.jpg,This is a picture of four stuffed animals.
11997,000000207585.jpg,Three teddy bears and a stuffed cat on a stone wall.
11998,000000207585.jpg,"Four stuffed animals, a leopard and three teddy bears, in a row sitting on a stone ledge with grass and trees behind."
11999,000000207585.jpg,A bunch of teddy bears sitting on a stone wall.
12000,000000256407.jpg,A white tray topped with lots of different coffee cups.
12001,000000256407.jpg,Ornate cup and saucer clock displayed against red background.
12002,000000256407.jpg,A clock that has replaced numbers with teacups
12003,000000256407.jpg,A clock hanging on a wall with the numbers being replaced by cups and saucers.  
12004,000000256407.jpg,This seems to be several glasses on an object. 
12005,000000426253.jpg,A plate of food being heated in a microwave.
12006,000000426253.jpg,a microwave oven with some food inside of it 
12007,000000426253.jpg,a microwave that has some food in it
12008,000000426253.jpg,Food is cooking in a stainless steal microwave.
12009,000000426253.jpg,Food is cooking inside of a microwave oven.
12010,000000249180.jpg,Two men passing each other on the stair.s
12011,000000249180.jpg,One man traveling up a stairway and another waling down the stairway on a phone.
12012,000000249180.jpg,Two men walking opposite directions on a staircase.
12013,000000249180.jpg,a man walking down a flight of stairs holding onto a cell phone 
12014,000000249180.jpg,Men are walking up and down the stairs.
12015,000000035326.jpg,A stove back splash with a granite design.
12016,000000035326.jpg,A stove that has a spice rack next to it.
12017,000000035326.jpg,A spice rack next to an oven that is next to oven mittens hanging.
12018,000000035326.jpg,a black stove top built in to a kitchen counter
12019,000000035326.jpg,A stone backsplash covers the wall behind a cooktop stove. 
12020,000000398377.jpg,Three women sitting on a train seat on cellphones.
12021,000000398377.jpg,There are women that are talking on the cell phone 
12022,000000398377.jpg,Commuters using their cell phones during a train ride
12023,000000398377.jpg,three females impatiently waiting. Two of them are on their cell phones
12024,000000398377.jpg,Group of women sitting down on a public train together. 
12025,000000048564.jpg,A man standing in the snow while talking on a cell phone.
12026,000000048564.jpg,A young man dressed for skiing talking on a cell phone.
12027,000000048564.jpg,A young man talks on his cell phone.
12028,000000048564.jpg,boy on ski slope talking on cell phone.
12029,000000048564.jpg,A young man with ski goggles talking on a cell phone on a snowy day.
12030,000000336628.jpg,A man in dinosaur covered clown suit talking on a phone on a trolley
12031,000000336628.jpg,A Man dressed like clown getting off bus.
12032,000000336628.jpg,A clown dressed in a suit bedecked with dinosaurs steps off a cable car.
12033,000000336628.jpg,A man in a clown suit is stepping off a trolley.
12034,000000336628.jpg,A clown like individual walking off a tram.
12035,000000553731.jpg,A clown talking on a  phone next to a building.
12036,000000553731.jpg,A man dressed up as a clown is holding a cellphone to his ear. 
12037,000000553731.jpg,Mandor stuff is a clown holding his cell phone up to his face. 
12038,000000553731.jpg,A clown is standing in a cable car and talking on a cell phone.
12039,000000553731.jpg,A man dressed as a clown talking on his phone.
12040,000000073533.jpg,Two young boys sitting on a bench texting on their cell phones.
12041,000000073533.jpg,Two little boys holding cell phones in their hands.
12042,000000073533.jpg,a couple of kids in yellow shirts are sitting together
12043,000000073533.jpg,Two boys in yellow shirts looking at cell phones
12044,000000073533.jpg,A few boys read comic books together outside
12045,000000164363.jpg,A large wooden block with roman numeral numbers.
12046,000000164363.jpg,There is an old clock showing the current time
12047,000000164363.jpg,A clock that has a second clock for the second hand.
12048,000000164363.jpg,A clock shows the time in the classic way.
12049,000000164363.jpg,A white faced clock with roman numerals surrounded by a painting.
12050,000000468233.jpg,A watch set to 12:25 sits on the table. 
12051,000000468233.jpg,A chrome colored wrist watch laying near other items.
12052,000000468233.jpg,A close-up of the silver watch in front of a computer monitor.
12053,000000468233.jpg,A watch sitting on top of a table next to a computer.
12054,000000468233.jpg,The mans wrist watch is laying on the table.
12055,000000125572.jpg,a woman riding a bike in the street and a building with a clock in the background
12056,000000125572.jpg,Girl on bicycle on road in front of large building. 
12057,000000125572.jpg,People moving around on the streets surrounding an old castle.
12058,000000125572.jpg,The Big Ben clock tower towering over the city of London.
12059,000000125572.jpg,A lady is riding her bike and approaching the huge castle like building. 
12060,000000170595.jpg,"A plate with a peanut butter sandwich, ham, and tomatoes. "
12061,000000170595.jpg,"The plate has bread, meat, eggs and tomatoes."
12062,000000170595.jpg,"There is some ham, bread, eggs and tomatoes on a plate."
12063,000000170595.jpg,A plate of Canadian bacon and eggs and pancakes on the table.
12064,000000170595.jpg,A plate of food on a tray in a room.
12065,000000295797.jpg,A tower of a gray and white building has a weather vane and two clocks.
12066,000000295797.jpg,The steeple had a clock and wind direction piece on top.
12067,000000295797.jpg,A rooftop next to a clock tower with a wind indicator on top.
12068,000000295797.jpg,A weather vane atop a cathedral clock tower.
12069,000000295797.jpg,The top of the clock tower with a weathervane. 
12070,000000262631.jpg,A large glass vase with leaves painted on it's sides.
12071,000000262631.jpg,A vase with green leaves is sitting on display.
12072,000000262631.jpg,A large painted glossy vase sits on a table in a store.
12073,000000262631.jpg,Antique hand painted urn on display in store.
12074,000000262631.jpg,A large glass jar sitting on a table .
12075,000000335954.jpg,two cups filled with veggies and nuts 
12076,000000335954.jpg,this is a salad in some glass bowls
12077,000000335954.jpg,a close up of two cups of fruits on a counter 
12078,000000335954.jpg,Two cups of fruits placed next to each other.
12079,000000335954.jpg,Pair of fruit cups on kitchen marble counter.
12080,000000347335.jpg,"A plate of food with meat, eggs and potatoes."
12081,000000347335.jpg,The breakfast plate has fried eggs and hash browns.
12082,000000347335.jpg,A white plate topped with three different types of foods.
12083,000000347335.jpg,a plate of food on that is sitting on a table
12084,000000347335.jpg,A large white plate of food on a table.
12085,000000305609.jpg,a table with many plates of food on top
12086,000000305609.jpg,A table that has several plates of breakfast food on it.
12087,000000305609.jpg,A table is covered in breakfast foods at a Waffle House.
12088,000000305609.jpg,A table full of plates of breakfast food.
12089,000000305609.jpg,"Various plates of food that include hashbrowns, waffles and grits."
12090,000000546219.jpg,A large group is sitting together and eating at a restaurant.
12091,000000546219.jpg,The people are gathered at the table for dinner.
12092,000000546219.jpg,A large group of people pose for a photo at dinner.
12093,000000546219.jpg,The diners are enjoying their various beverages with their meals..
12094,000000546219.jpg,A large amount of people sitting at a table with food
12095,000000180751.jpg,a man pouring a drink into a wine glass 
12096,000000180751.jpg,A man pouring a glass of wine on top of a wooden table.
12097,000000180751.jpg,A man in an orange shirt pouring a glass of wine at a wine bar.
12098,000000180751.jpg,Man pouring different types of win into drinking glasses.
12099,000000180751.jpg,there is a male bartender that is pouring a glass of whine
12100,000000191845.jpg,A crowd of people with umbrellas on a street.
12101,000000191845.jpg,A crowd of people crossing a street holding umbrellas.
12102,000000191845.jpg,Crowd of people walking across the street under umbrellas
12103,000000191845.jpg,a crowded street of people all with umbrellas
12104,000000191845.jpg,A group of people crossing a street with umbrellas.
12105,000000507081.jpg,"A kitchen with its light's off, with light coming from an open door."
12106,000000507081.jpg,"A kitchen has an oven, refrigerator, and a door with a window in it."
12107,000000507081.jpg,A dark kitchen with a window letting in daylight.
12108,000000507081.jpg,"A kitchen with a stove, sink and coffee maker."
12109,000000507081.jpg,A view of a narrow kitchen with the only light coming from a glass door.
12110,000000129113.jpg,a burnt tea spoon sits on a wooden surface 
12111,000000129113.jpg,a big spoon that is laying on a table
12112,000000129113.jpg,An old corroded spoon setting on a bamboo mat.
12113,000000129113.jpg,a close up of a spoon on a wooden surface 
12114,000000129113.jpg,A large dark colored spoon sitting on a rack
12115,000000407614.jpg,A smaller kitchen with a very decorated fridge. 
12116,000000407614.jpg,Small family kitchen with picture covered refrigerator next to dining room.
12117,000000407614.jpg,a kitchen with a stove a sink and a refrigerator
12118,000000407614.jpg,The kitchen is coral with wooden cabinets and colorful decorations.
12119,000000407614.jpg,an orange kitchen with a white refrigerator stove oven and dishwasher
12120,000000415194.jpg,A kitchen that has a table and a chair.
12121,000000415194.jpg,A kitchen decorated in decor with furniture in it.
12122,000000415194.jpg,A very old fashioned kitchen with retro floor tiles.
12123,000000415194.jpg,An old fashioned kitchen with the light on. 
12124,000000415194.jpg,An old fashioned kitchen is set up for display.
12125,000000228436.jpg,there is a bike that is parked on a small bridge
12126,000000228436.jpg,a bicycle that is chained to a bridge railing 
12127,000000228436.jpg,A bike parked up against a  fence with a bag over it's seat.
12128,000000228436.jpg,A bike that is leaning against a rail.
12129,000000228436.jpg,a silver bicycle some water cars and buildings 
12130,000000350833.jpg,A cream colored bathroom is clean and empty.
12131,000000350833.jpg,A clean bathroom with tan walls and no curtain. 
12132,000000350833.jpg,"A bathroom with a tub, sink, counter and a toilet in it."
12133,000000350833.jpg,"A clean bathroom with sink, toilet, and bathtub."
12134,000000350833.jpg,"A bathroom with a vanity with sink, mirror, toilet and tub."
12135,000000286907.jpg,A bathroom scene with focus on the toilet.
12136,000000286907.jpg,A simple blue bathroom with only one toilet.
12137,000000286907.jpg,A blue toilet sitting in a corner of a bathroom.
12138,000000286907.jpg,A blue toilet is sitting in a blue bathroom.
12139,000000286907.jpg,A bathroom has some blue walls and toilet.
12140,000000482719.jpg,The fruit is placed in a bowl out in the open to be eaten
12141,000000482719.jpg,A clear glass bowl with bananas and plums in it. 
12142,000000482719.jpg,Bananas and plums sitting in a bowl on the a table.
12143,000000482719.jpg,A glass bowl filled with prunes and bananas.
12144,000000482719.jpg,Plums and bananas are in a glass bowl. 
12145,000000532129.jpg,A cheese pizza sitting on top of white paper and a large plate. 
12146,000000532129.jpg,Cheese pizza is sliced into small pieces on a plate.
12147,000000532129.jpg,The pizza has been cut into tiny square pieces.
12148,000000532129.jpg,a pizza on a pan cut into squares 
12149,000000532129.jpg,A delicious pizza sets on top of a plate. 
12150,000000386457.jpg,Cat wedged between two large oak doors trying to get out.
12151,000000386457.jpg,a cat looking out from an open doorway 
12152,000000386457.jpg,a cat stares through an opening between two doors 
12153,000000386457.jpg,A cat peeking out from behind a door.
12154,000000386457.jpg,A cat is trying to squeeze through a door.
12155,000000463037.jpg,A plane site on a grassy country runway.
12156,000000463037.jpg,a close up of an old plane in a field
12157,000000463037.jpg,A small passenger airplane sits in the grass at the airport.
12158,000000463037.jpg,White and silver Scottish Airways plane on the ground. 
12159,000000463037.jpg, a twin propeller air plane parked in the grass
12160,000000110359.jpg,Commercial jet passing overhead on bright cloudless sky.
12161,000000110359.jpg,A large aircraft in the blue sky by itself
12162,000000110359.jpg,A ground view of an airplane in the sky. 
12163,000000110359.jpg,A jet plane is flying across the sky.
12164,000000110359.jpg,A jetliner flying through a light blue sky.
12165,000000383676.jpg,A giraffe and its pack standing in an enclosure.
12166,000000383676.jpg,Two giraffes stand near rocks in a zoo.
12167,000000383676.jpg,Some giraffes are standing in the middle of the zoo exhibit. 
12168,000000383676.jpg,Giraffes inside of their habitat at a zoo 
12169,000000383676.jpg,two giraffes taking turns eating leaves from a tree
12170,000000215723.jpg,Two men smiling and wearing yellow jackets behind construction markers.
12171,000000215723.jpg,Two men in neon yellow safety jackets sharing a meal next to a food car.
12172,000000215723.jpg,Two men wearing bright yellow construction jackets eating and standing under an orange umbrella
12173,000000215723.jpg,Two men in yellow jackets sitting at a table eating
12174,000000215723.jpg,Workers in fluorescent yellow jackets standing under a fluorescent orange umbrella.
12175,000000279145.jpg,A cat in front of a wooden bench in a garden.
12176,000000279145.jpg,A cat sits near a bench in a garden with many potted plants.
12177,000000279145.jpg,A wooden bench surrounded by potted plants in front of a house.
12178,000000279145.jpg,a wooden bench surrounded by some potted plants
12179,000000279145.jpg,A white cat sitting before a bench surrounded by plants in planters.
12180,000000261161.jpg,A dog with a leash on is sitting near a park bench
12181,000000261161.jpg,A dog is sitting next to a bench. 
12182,000000261161.jpg,Dog on a leash next to a pink bench.
12183,000000261161.jpg,A dog on a leash sitting next to a bench
12184,000000261161.jpg,"A big dog on a leash, sitting next to a pink painted bench."
12185,000000545407.jpg,A side view of a plane flying in the clear blue sky
12186,000000545407.jpg,A passenger jet that is flying in the sky.
12187,000000545407.jpg,An airplane is flying through clear blue sky.
12188,000000545407.jpg,A gray and blue plane flies in the blue sky.
12189,000000545407.jpg, A jet airliner flying in the air carrying some passengers. 
12190,000000490413.jpg,The airplane has landed behind a fence with barbed wire
12191,000000490413.jpg,An airplane sitting on a runway with a fence around it.
12192,000000490413.jpg,"The airplane is on the ground, but getting ready for takeoff."
12193,000000490413.jpg,A plane that is sitting on the asphalt behind a fence.
12194,000000490413.jpg,A plane is surrounded by a high barbed-wire fence.
12195,000000171298.jpg,Three yellow coach buses parked in a line.
12196,000000171298.jpg,A bus with a reflection of metal work on the windshield.
12197,000000171298.jpg,Parked buses have a tower reflected in the window.
12198,000000171298.jpg,A group of busses parked in a parking lot.
12199,000000171298.jpg,The reflection of a large metal structure in the windshield of a bus
12200,000000443498.jpg,A large city bus driving down a street.
12201,000000443498.jpg,A public bus parked in a bus station at night.
12202,000000443498.jpg,A passenger bus drives through a street at night. 
12203,000000443498.jpg,Black and white photo of a commuter bus in a warehouse
12204,000000443498.jpg,A bus parks behind a cone in a large building. 
12205,000000486046.jpg,a giraffe staring right into the camera 
12206,000000486046.jpg,a close up of a giraffe with a zebra in the background
12207,000000486046.jpg,A baby giraffe and a baby zebra stand near a green hut.
12208,000000486046.jpg,A giraffe is close up next to the camera.
12209,000000486046.jpg,A giraffe and two zebras in a dirt area next to fence.
12210,000000282912.jpg,A giraffe next to a stone fence staring off into the distance.
12211,000000282912.jpg,a giraffe standing in a pen next to a tree trunk.
12212,000000282912.jpg,A close up of a giraffes neck and face.
12213,000000282912.jpg,A adult giraffe walking alone in a field
12214,000000282912.jpg,A giraffe is standing near a rock with green bushes in the background.
12215,000000506454.jpg,A park bench that is sitting in grass under a tree.
12216,000000506454.jpg,A park bench next to a tree in grassy field.
12217,000000506454.jpg,A plain wooden bench underneath a large tree.
12218,000000506454.jpg,A park area with a wooden bench that is under a tree and green grass all around the bench.
12219,000000506454.jpg,A park bench sitting on a bed of mulch next to a tree.
12220,000000448448.jpg,Two giraffes grazing on some green leaves in the field.
12221,000000448448.jpg,Two giraffes grazing from a tree in a field.
12222,000000448448.jpg,GIRAFFES EATING THE SHRUBBERY OR THE TOP OF TREES
12223,000000448448.jpg,two giraffes eating leaves together off of a tree
12224,000000448448.jpg,"Giraffes love the tender, young leaves on trees."
12225,000000365655.jpg,Ice explorer bus on a road near mountains.
12226,000000365655.jpg,This is a Canadian sightseeing bus with a maple leaf advertising on the 
12227,000000365655.jpg,An all-terrain bus for sight-seeing tourists near a glacier.
12228,000000365655.jpg,A bus travels down the road next to a mountain.
12229,000000365655.jpg,One woman standing behind large specialized bus in mountains by glacier.
12230,000000464824.jpg,A person is bending over to pick something off the ground.
12231,000000464824.jpg,A man getting water from a fire hydrant on a sidewalk.
12232,000000464824.jpg,A man leans on a pole as he bends down.
12233,000000464824.jpg,The woman is bending over to pick something up off of the ground.
12234,000000464824.jpg,A person holds on to a post while bending over on a side walk.
12235,000000165713.jpg,A rusted silver fire hydrant next to two poles.
12236,000000165713.jpg,A grey and silver fire hydrant between two barriers.
12237,000000165713.jpg,a fire hydrant near two small poles on the curb of a street
12238,000000165713.jpg,"The fireplug is positioned between 2 slanted posts, all three of which are dotted with graffiti."
12239,000000165713.jpg,A fire hydrant on a street has two rusty posts beside it.
12240,000000222458.jpg,A woman in a coat walks along a snow covered sidewalk. 
12241,000000222458.jpg,People walking around a snow covered park area.
12242,000000222458.jpg,People walking through the snow past park benches.
12243,000000222458.jpg,"Entire front yard is filled with snow while people walk around.
"
12244,000000222458.jpg,A person walking down the street past snow covered benches
12245,000000180011.jpg,"Four young giraffes in a zoo, with one of them being fed leaves by a person"
12246,000000180011.jpg,A man is offering leaves to four giraffes.
12247,000000180011.jpg,a close up of four giraffes next to a man 
12248,000000180011.jpg,A man feeding four giraffes grass and leaves.
12249,000000180011.jpg,A boy feeding four giraffes at a zoo from his hand
12250,000000334521.jpg,Giraffes and a bird behind a chain link fence at a zoo
12251,000000334521.jpg,A couple of giraffe standing next to each other.
12252,000000334521.jpg,Two giraffes that are together in an enclosure. 
12253,000000334521.jpg,Two giraffes stare at a crane from behind a fence.
12254,000000334521.jpg,Two giraffes inside of a cage at the zoo.
12255,000000182441.jpg,A bunch of birds flying around a couple of waves near the ocean.
12256,000000182441.jpg,A man standing on the beach watching some sea bird feed.
12257,000000182441.jpg,a number of birds flying over a body of water 
12258,000000182441.jpg,A man standing on a beach in front of the ocean.
12259,000000182441.jpg,A man is standing outside of the water observing the huge flock of birds. 
12260,000000161128.jpg,A curse word written on a traffic sign.
12261,000000161128.jpg,A street sign in the city with various symbols on it. 
12262,000000161128.jpg,A street sign is a circle with a cross through it.
12263,000000161128.jpg,I am assuming that the sign means no profanity.
12264,000000161128.jpg,A no cursing sign posted as a street sign.
12265,000000492282.jpg,A man who is riding a horse down a brick street.
12266,000000492282.jpg,A couple of people who are on the back of a horse.
12267,000000492282.jpg,Oman and group of people on horseback moving down cement path
12268,000000492282.jpg,A group of people ride horses on a sidewalk adjacent to trees. 
12269,000000492282.jpg,People are riding horses next to the trees.
12270,000000514376.jpg,A trolley is going down the street while a car passes it.
12271,000000514376.jpg,An electric trolley bus on the street in Seattle
12272,000000514376.jpg,a bus drives through a city street with a building in the background
12273,000000514376.jpg,A city bus driving down a street next to a hotel.
12274,000000514376.jpg,A electric trolly bus driving in the middle of a street with a building behind it.
12275,000000572462.jpg,A group of people standing inside of a moving tram.
12276,000000572462.jpg,A montage of images related to a mass transit train system.
12277,000000572462.jpg,An outside view of a subway car and an inside view of people standing in a subway car
12278,000000572462.jpg,A collage is shown of a train ride and stop.
12279,000000572462.jpg,A white train traveling through a train station.
12280,000000236845.jpg,a red and white sign a car and some buildings
12281,000000236845.jpg,a small street sign sits on a pole 
12282,000000236845.jpg,A street sign with groffetti on it on a poll . 
12283,000000236845.jpg,"A sign mounted to a pole that reads "" No Stops ""."
12284,000000236845.jpg,there is a street sign that has been written on
12285,000000385205.jpg,A very cute cat laying on a rug.
12286,000000385205.jpg,The black and brown cat is scratching it's ear.
12287,000000385205.jpg,A cat sitting on a rug scratching its ear
12288,000000385205.jpg,A cat holding a fake carrot while scratching on a rug.
12289,000000385205.jpg,a cat scratching his ear while holding a carrot
12290,000000515025.jpg,A woman in black jacket watching a cat eating from pizza box.
12291,000000515025.jpg,A woman looking at a cat licking pizza grease
12292,000000515025.jpg,A woman holding a white and brown cat.
12293,000000515025.jpg,A man sitting at a table with a cat eating food.
12294,000000515025.jpg,A woman looking with shock as a cat eats a pizza.
12295,000000135872.jpg,A desk with both a laptop computer and a desktop computer.
12296,000000135872.jpg,A desk containing a desktop and laptop computers.
12297,000000135872.jpg,"A home office desk with a desktop computer, large flat screen monitor, and laptop computer on it."
12298,000000135872.jpg,a desk with a computer  a laptop and monitor
12299,000000135872.jpg,a desk with a laptop and a desktop computer 
12300,000000125072.jpg,Cattle grazing on grass near a lake surrounded by mountain..
12301,000000125072.jpg,Cows wandering free in the grass by the ocean.
12302,000000125072.jpg,Cows graze an open field next to the ocean.
12303,000000125072.jpg,Five cows are grazing at a lake next to a road.
12304,000000125072.jpg,Cattle are crossing the road to a beach front.
12305,000000118594.jpg,A Texas Longhorn bull grazing on grass. 
12306,000000118594.jpg,"the cog is grazing on the grass, he has big horns"
12307,000000118594.jpg,A Texas longhorn bull eating grass by a barbed wire fence
12308,000000118594.jpg,Brown and white cow with long horns standing next to a chain fence. 
12309,000000118594.jpg,two really long horned cows eating in a field
12310,000000406417.jpg,three little kids that have different ties on
12311,000000406417.jpg,A jumping boy wearing three different neck ties
12312,000000406417.jpg,Three boys jumping in the air while wearing ties.
12313,000000406417.jpg,Three boys dressed in jeans and ties pose.
12314,000000406417.jpg,The three boys are creating their own dance moves.
12315,000000531495.jpg,there are many boats that are parked at this dock
12316,000000531495.jpg,a dock with some boats parked there 
12317,000000531495.jpg,Sailboats docked at the pier of a town marina.
12318,000000531495.jpg,A boat that is sitting near a pier.
12319,000000531495.jpg,A harbor with several boats docked and buildings in the background.
12320,000000391144.jpg,A herd of elephants standing on a pond of water.
12321,000000391144.jpg,These elephants are standing in the water outside.
12322,000000391144.jpg,A herd of grey elephants drinking from a pond
12323,000000391144.jpg,a herd of elephants drinking together at a body of water 
12324,000000391144.jpg,A group of adult elephants and one baby elephant drinking water.
12325,000000210708.jpg,A large elephant standing next to a small elephant playing in the water.
12326,000000210708.jpg,A couple of elephants standing in the water.
12327,000000210708.jpg,An elephant and a baby elephant are bathing in a river
12328,000000210708.jpg,A mother elephant gives her baby a bath.
12329,000000210708.jpg,A large and small elephant bathing in the river.
12330,000000568814.jpg,A man with a bear sitting with his arms crossed and his tie over his left shoulder.
12331,000000568814.jpg,A man with a beard in a tie sits with his arms crossed.
12332,000000568814.jpg,a man with a beard and a gray shirt and tie
12333,000000568814.jpg,A man with a tie is staring at something.
12334,000000568814.jpg,Man with beard folding arms with tie over shoulder.
12335,000000472298.jpg,a man and a woman sitting on a small boat
12336,000000472298.jpg,A man and woman in a boat on a river.
12337,000000472298.jpg,A man and woman riding on top of a red boat.
12338,000000472298.jpg,Two people riding in a boat in a river
12339,000000472298.jpg,two people in a red boat on water
12340,000000006763.jpg,A man and a women posing next to one another in front of a table.
12341,000000006763.jpg,A man and woman hugging in a restaurant
12342,000000006763.jpg,A man and woman standing next to a table.
12343,000000006763.jpg,A happy man and woman pose for a picture.
12344,000000006763.jpg,A man and woman posing for a picture in a sports bar.
12345,000000474170.jpg,A couple of elephants standing on a lush green forest.
12346,000000474170.jpg,two elephants walking in a field near a tree
12347,000000474170.jpg,The two elephants are walking around the trees together
12348,000000474170.jpg,Two elephants outdoors walking on green grass with trees near by.
12349,000000474170.jpg,Two elephants walk through a grassy area with trees.
12350,000000407943.jpg,A man walking in front of an open umbrella.
12351,000000407943.jpg,A head in silhouette in front of a large umbrella.
12352,000000407943.jpg,a shadow of a man on an umbrella 
12353,000000407943.jpg,The shadow of a man's head is seen cast on an airbag.
12354,000000407943.jpg,a mans shadow in front of lighting equipment
12355,000000180296.jpg,a  doll sitting on top of an open suitcase 
12356,000000180296.jpg,Packing everything for a trip including a childs Barbie doll.
12357,000000180296.jpg,A doll in a open suitcase on the ground.
12358,000000180296.jpg,A girl doll sitting in a suit case with a bag.
12359,000000180296.jpg,Doll wearing hat laid up next to open luggage 
12360,000000181969.jpg,"An animal, curled into a ball, takes a nap."
12361,000000181969.jpg,A puppy all curled up taking a nap.
12362,000000181969.jpg,A cold dog curled up and going to sleep.
12363,000000181969.jpg,A short haired dog curled up sleeping contently.
12364,000000181969.jpg,A small brown dog curled up in sleep.
12365,000000343803.jpg,A man has a frisbee in his hand and is standing up. 
12366,000000343803.jpg,A young man holding a Frisbee in a throwing position.
12367,000000343803.jpg,A young man playing out side with a disc.
12368,000000343803.jpg,The young man in jeans is throwing a Frisbee.
12369,000000343803.jpg,A person on field with a Frisbee in their hand.
12370,000000361180.jpg,A brown bear walking with rocks in the background.
12371,000000361180.jpg,A large brown bear standing on a mountain summit.
12372,000000361180.jpg,A brown bear is standing on the rocks facing forward.
12373,000000361180.jpg,A bear is standing on a rock face.
12374,000000361180.jpg,"The bear is on all fours, facing the photographer."
12375,000000151962.jpg,The reflection of a dogs head out of a car window in one of the cars wing mirrors
12376,000000151962.jpg,An adorable brown and white dog  hanging it's head out of a window.
12377,000000151962.jpg,a dog has its head hanging out of a window
12378,000000151962.jpg,A dog looking out the window as seen through a mirror.
12379,000000151962.jpg,A dog that is sitting down in a backseat.
12380,000000262938.jpg,Two stuffed animal dogs reading a picture book about dogs.
12381,000000262938.jpg,Stuffed animals looking a pictures of other animals in a book.
12382,000000262938.jpg,Two stuffed dogs under a blanket looking at a picture book.
12383,000000262938.jpg,Two stuffed animals posed looking at book with other animals.
12384,000000262938.jpg,Two stuffed animals are posed on an open book.
12385,000000364166.jpg,2 Zebras standing next to each other in plaines
12386,000000364166.jpg,An adult and baby zebra looking onward on a field.
12387,000000364166.jpg,Two zebras standing side by side in a field
12388,000000364166.jpg,A young zebra with an adult zebra standing on a parched brown landscape.
12389,000000364166.jpg,An adult and a baby zebra are on the savannah.
12390,000000350488.jpg,A zebra grazing on grass near a river.
12391,000000350488.jpg,"A single zebra grazes on a ledge near the water,"
12392,000000350488.jpg,A zebra standing on land and eating grass near a body of water that is behind it.
12393,000000350488.jpg,A zebra grazes on tall grass at the edge of a clear blue river.
12394,000000350488.jpg,A zebra near a waterhole grazing on some grass.
12395,000000298251.jpg,Several zebras stand in a field and graze.
12396,000000298251.jpg,A herd of zebra standing on a dry grass field.
12397,000000298251.jpg,Panoramic image of zebras grazing and lying in a field.
12398,000000298251.jpg,A panoramic view of zebras in a dry field.
12399,000000298251.jpg,A field full of zebras on a savannah grazing.
12400,000000051309.jpg,Small horse standing behind a large group of horses eating. 
12401,000000051309.jpg,Three large horses eating hay while a small horse stands behind.
12402,000000051309.jpg,A group of horses and a baby horse eat hay at a farm.
12403,000000051309.jpg,A group of horses gathered around eating hay.
12404,000000051309.jpg,A group of horses gathered around a feeder 
12405,000000400794.jpg,A man sitting at a table eating food from a plate.
12406,000000400794.jpg,A man is eating some food at a table.
12407,000000400794.jpg,A man with a bite of pizza from a plate.
12408,000000400794.jpg,A man eating crust sitting by a table.
12409,000000400794.jpg,A man sitting at a table eating some food
12410,000000308793.jpg,Two skiers heading up the side of a mountain
12411,000000308793.jpg,a man in skies is walking in the snow
12412,000000308793.jpg,A pair of skiers walking up a side of mountain.
12413,000000308793.jpg,two men standing in some sand walking up a hill
12414,000000308793.jpg,A person walking in the snow with skis on their back.
12415,000000561889.jpg,Plate of food with broccoli on glass plate with table cloth
